Tiempo,NumeroJoints,G_parcial
12.425,6,1793.674
12.430,6,1796.137
12.435,6,1798.443
12.440,6,1800.590
12.445,6,1802.578
12.450,6,1804.413
12.455,6,1806.092
12.460,6,1807.613
12.465,6,1808.975
12.470,6,1810.181
12.475,6,1811.229
12.480,6,1812.120
12.485,6,1812.852
12.490,6,1813.426
12.495,6,1813.844
12.500,6,1814.106
12.505,6,1814.215
12.510,6,1814.172
12.515,6,1813.973
12.520,6,1813.617
12.525,6,2270.822
12.530,6,2504.847
12.535,6,2503.706
12.540,6,2502.932
12.545,6,2501.882
12.550,6,2501.523
12.555,6,2499.763
12.560,6,2497.322
12.565,6,2497.061
12.570,6,2495.662
12.575,6,2494.206
12.580,6,2492.679
12.585,6,2491.073
12.590,6,2489.390
12.595,6,2487.623
12.600,6,2485.773
12.605,6,1954.006
12.610,6,2406.203
12.615,6,2424.488
12.620,6,2432.585
12.625,6,2414.748
12.630,6,2357.328
12.635,6,2425.044
12.640,6,2427.443
12.645,6,2430.144
12.650,6,2433.299
12.655,6,2436.143
12.660,6,2438.922
12.665,6,2442.862
12.670,6,2442.492
12.675,6,1736.696
12.680,6,2459.000
12.685,6,2458.329
12.690,6,2457.482
12.695,6,2456.741
12.700,6,2456.016
12.705,6,2379.326
12.710,6,2262.355
12.715,6,2215.313
12.720,6,2169.378
12.725,6,2124.824
12.730,6,2081.366
12.735,6,2015.499
12.740,6,1669.072
12.745,6,1605.107
12.750,6,1526.589
12.755,6,1453.546
12.760,6,1384.611
12.765,6,1321.338
12.770,6,1261.984
12.775,6,1204.006
12.780,6,1150.138
12.785,6,1099.195
12.790,6,1052.651
12.795,6,1008.017
12.800,6,965.818
12.805,6,926.079
12.810,6,888.706
12.815,6,853.420
12.820,6,820.502
12.825,6,765.666
12.830,6,670.379
12.835,6,723.148
12.840,6,697.686
12.845,6,672.415
12.850,6,648.615
12.855,6,626.118
12.860,6,604.841
12.865,6,584.712
12.870,6,565.639
12.875,6,547.611
12.880,6,530.554
12.885,6,514.407
12.890,6,499.118
12.895,6,484.640
12.900,6,470.927
12.905,6,457.938
12.910,6,445.631
12.915,6,433.970
12.920,6,422.919
12.925,6,412.446
12.930,6,402.518
12.935,6,393.106
12.940,6,384.183
12.945,6,375.722
12.950,6,367.699
12.955,6,360.089
12.960,6,352.872
12.965,6,346.026
12.970,6,339.531
12.975,6,333.370
12.980,6,327.523
12.985,6,321.976
12.990,6,316.712
12.995,6,311.716
13.000,6,306.972
13.005,6,302.467
13.010,6,298.191
13.015,6,294.135
13.020,6,290.279
13.025,6,286.621
13.030,6,283.132
13.035,6,279.931
13.040,6,276.840
13.045,6,273.819
13.050,6,270.979
13.055,6,268.812
13.060,6,266.958
13.065,6,262.489
13.070,6,265.971
13.075,6,261.499
13.080,6,259.592
13.085,6,257.641
13.090,6,255.766
13.095,6,253.987
13.100,6,252.296
13.105,6,250.688
13.110,6,249.161
13.115,6,247.709
13.120,6,246.328
13.125,6,245.016
13.130,6,243.768
13.135,6,242.581
13.140,6,241.452
13.145,6,240.378
13.150,6,239.356
13.155,6,238.384
13.160,6,237.459
13.165,6,236.579
13.170,6,235.741
13.175,6,234.943
13.180,6,234.183
13.185,6,233.459
13.190,6,232.770
13.195,6,232.113
13.200,6,231.486
13.205,6,230.889
13.210,6,230.320
13.215,6,229.776
13.220,6,229.258
13.225,6,229.580
13.230,6,229.902
13.235,6,230.214
13.240,6,230.514
13.245,6,230.805
13.250,6,231.086
13.255,6,231.359
13.260,6,231.623
13.265,6,231.879
13.270,6,232.128
13.275,6,232.370
13.280,6,232.606
13.285,6,232.836
13.290,6,233.060
13.295,6,233.279
13.300,6,233.493
13.305,6,233.703
13.310,6,233.908
13.315,6,234.113
13.320,6,234.333
13.325,6,234.549
13.330,6,234.761
13.335,6,234.970
13.340,6,235.175
13.345,6,235.377
13.350,6,235.577
13.355,6,235.773
13.360,6,235.968
13.365,6,236.161
13.370,6,236.351
13.375,6,236.541
13.380,6,236.729
13.385,6,236.916
13.390,6,237.102
13.395,6,237.288
13.400,6,243.097
13.405,6,244.956
13.410,6,230.160
13.415,6,230.395
13.420,6,230.199
13.425,6,229.999
13.430,6,229.811
13.435,6,229.622
13.440,6,229.434
13.445,6,229.248
13.450,6,229.068
13.455,6,228.889
13.460,6,228.713
13.465,6,228.539
13.470,6,228.377
13.475,6,228.195
13.480,6,228.028
13.485,6,227.855
13.490,6,227.689
13.495,6,227.545
13.500,6,227.370
13.505,6,227.206
13.510,6,227.037
13.515,6,227.468
13.520,6,227.038
13.525,6,2226.508
13.530,6,2226.481
13.535,6,2226.255
13.540,6,2226.028
13.545,6,2225.976
13.550,6,2715.475
13.555,6,1808.346
13.560,6,883.554
13.565,6,851.611
13.570,6,820.180
13.575,6,792.147
13.580,6,765.464
13.585,6,737.310
13.590,6,711.211
13.595,6,685.347
13.600,6,681.523
13.605,6,644.622
13.610,6,629.150
13.615,6,609.043
13.620,6,590.012
13.625,6,571.212
13.630,6,555.272
13.635,6,538.995
13.640,6,523.628
13.645,6,508.992
13.650,6,495.098
13.655,6,481.882
13.660,6,469.316
13.665,6,457.367
13.670,6,446.005
13.675,6,435.202
13.680,6,425.836
13.685,6,414.116
13.690,6,406.879
13.695,6,396.916
13.700,6,388.611
13.705,6,380.641
13.710,6,373.057
13.715,6,365.848
13.720,6,358.994
13.725,6,352.478
13.730,6,346.283
13.735,6,340.394
13.740,6,334.795
13.745,6,329.472
13.750,6,324.412
13.755,6,319.601
13.760,6,315.027
13.765,6,310.679
13.770,6,306.546
13.775,6,302.616
13.780,6,298.880
13.785,6,295.327
13.790,6,291.950
13.795,6,288.739
13.800,6,285.687
13.805,6,282.784
13.810,6,280.024
13.815,6,277.400
13.820,6,274.905
13.825,6,272.533
13.830,6,270.277
13.835,6,268.132
13.840,6,266.092
13.845,6,264.152
13.850,6,262.307
13.855,6,260.552
13.860,6,258.884
13.865,6,257.297
13.870,6,255.787
13.875,6,254.351
13.880,6,252.985
13.885,6,251.686
13.890,6,250.450
13.895,6,249.274
13.900,6,248.156
13.905,6,247.091
13.910,6,246.078
13.915,6,245.115
13.920,6,244.197
13.925,6,243.324
13.930,6,242.494
13.935,6,242.029
13.940,6,240.615
13.945,6,240.644
13.950,6,239.452
13.955,6,238.883
13.960,6,238.270
13.965,6,237.682
13.970,6,237.121
13.975,6,236.587
13.980,6,236.079
13.985,6,235.594
13.990,6,235.132
13.995,6,234.692
14.000,6,234.272
14.005,6,233.872
14.010,6,233.490
14.015,6,233.126
14.020,6,232.779
14.025,6,232.448
14.030,6,232.132
14.035,6,231.830
14.040,6,231.542
14.045,6,231.267
14.050,6,231.005
14.055,6,230.754
14.060,6,230.514
14.065,6,230.285
14.070,6,230.066
14.075,6,229.856
14.080,6,229.655
14.085,6,229.464
14.090,6,229.280
14.095,6,229.104
14.100,6,228.936
14.105,6,228.774
14.110,6,228.619
14.115,6,228.471
14.120,6,228.328
14.125,6,228.192
14.130,6,228.060
14.135,6,227.934
14.140,6,227.813
14.145,6,227.696
14.150,6,227.584
14.155,6,227.476
14.160,6,227.371
14.165,6,227.271
14.170,6,227.174
14.175,6,227.081
14.180,6,226.991
14.185,6,226.921
14.190,6,226.914
14.195,6,226.908
14.200,6,226.906
14.205,6,226.905
14.210,6,226.907
14.215,6,226.910
14.220,6,226.916
14.225,6,226.923
14.230,6,226.933
14.235,6,226.944
14.240,6,226.956
14.245,6,226.971
14.250,6,226.987
14.255,6,227.004
14.260,6,227.023
14.265,6,227.043
14.270,6,227.065
14.275,6,227.088
14.280,6,227.112
14.285,6,227.137
14.290,6,227.164
14.295,6,227.191
14.300,6,227.220
14.305,6,227.250
14.310,6,227.281
14.315,6,227.313
14.320,6,227.346
14.325,6,227.380
14.330,6,227.415
14.335,6,227.451
14.340,6,227.487
14.345,6,227.525
14.350,6,227.564
14.355,6,227.603
14.360,6,227.644
14.365,6,227.684
14.370,6,227.725
14.375,6,227.768
14.380,6,227.812
14.385,6,227.857
14.390,6,227.903
14.395,6,227.949
14.400,6,227.996
14.405,6,228.043
14.410,6,228.089
14.415,6,228.304
14.420,6,228.183
14.425,6,228.219
14.430,6,228.264
14.435,6,228.290
14.440,6,228.755
14.445,6,228.470
14.450,6,228.470
14.455,6,258.358
14.460,6,281.971
14.465,6,255.538
14.470,6,254.704
14.475,6,256.028
14.480,6,255.027
14.485,6,254.910
14.490,6,247.436
14.495,6,253.560
14.500,6,248.229
14.505,6,249.197
14.510,6,248.642
14.515,6,249.590
14.520,6,244.387
14.525,6,3210.752
14.530,6,1630.849
14.535,6,1132.722
14.540,6,1126.083
14.545,6,1118.969
14.550,6,1112.527
14.555,6,1106.555
14.560,6,1100.811
14.565,6,1095.352
14.570,6,1090.163
14.575,6,1085.233
14.580,6,1080.553
14.585,6,1076.110
14.590,6,1071.887
14.595,6,1067.873
14.600,6,1064.063
14.605,6,1060.427
14.610,6,1056.980
14.615,6,1053.687
14.620,6,1049.449
14.625,6,1052.342
14.630,6,1048.931
14.635,6,1049.097
14.640,6,1045.660
14.645,6,1042.655
14.650,6,1040.537
14.655,6,1038.382
14.660,6,1036.332
14.665,6,1034.382
14.670,6,1032.530
14.675,6,1029.800
14.680,6,1027.832
14.685,6,1026.334
14.690,6,1024.850
14.695,6,1023.435
14.700,6,1023.734
14.705,6,1022.648
14.710,6,1021.449
14.715,6,1018.614
14.720,6,1019.291
14.725,6,1016.380
14.730,6,1015.288
14.735,6,1014.337
14.740,6,1013.428
14.745,6,1012.574
14.750,6,1011.752
14.755,6,1010.984
14.760,6,1009.863
14.765,6,1009.649
14.770,6,1008.907
14.775,6,1008.105
14.780,6,1007.575
14.785,6,1006.683
14.790,6,1021.913
14.795,6,1037.379
14.800,6,1041.216
14.805,6,1034.274
14.810,6,1025.215
14.815,6,1021.376
14.820,6,1287.567
14.825,6,1123.572
14.830,6,1121.141
14.835,6,1108.364
14.840,6,1109.505
14.845,6,1057.302
14.850,6,1077.010
14.855,6,1046.547
14.860,6,1046.874
14.865,6,1041.909
14.870,6,1345.649
14.875,6,1006.188
14.880,6,1006.010
14.885,6,1006.082
14.890,6,1006.604
14.895,6,1006.293
14.900,6,874.342
14.905,6,681.378
14.910,6,527.360
14.915,6,403.947
14.920,6,303.539
14.925,6,223.385
14.930,6,158.314
14.935,6,105.332
14.940,6,63.015
14.945,6,28.748
14.950,6,12.305
14.955,6,34.737
14.960,6,53.280
14.965,6,65.931
14.970,6,74.501
14.975,6,91.734
14.980,6,103.679
14.985,6,111.982
14.990,6,112.143
14.995,6,113.297
15.000,6,115.218
15.005,6,117.020
15.010,6,118.501
15.015,6,119.692
15.020,6,120.671
15.025,6,125.217
15.030,6,125.915
15.035,6,126.490
15.040,6,126.976
15.045,6,127.388
15.050,6,127.740
15.055,6,128.044
15.060,6,128.308
15.065,6,128.540
15.070,6,128.746
15.075,6,128.932
15.080,6,231.638
15.085,6,231.684
15.090,6,231.722
15.095,6,231.758
15.100,6,231.795
15.105,6,231.830
15.110,6,231.865
15.115,6,231.900
15.120,6,231.934
15.125,6,231.968
15.130,6,232.001
15.135,6,232.035
15.140,6,232.068
15.145,6,232.102
15.150,6,232.135
15.155,6,232.168
15.160,6,232.201
15.165,6,232.237
15.170,6,232.273
15.175,6,232.309
15.180,6,232.345
15.185,6,232.381
15.190,6,232.400
15.195,6,232.415
15.200,6,232.435
15.205,6,232.397
15.210,6,232.326
15.215,6,232.290
15.220,6,232.281
15.225,6,232.213
15.230,6,232.233
15.235,6,232.282
15.240,6,232.156
15.245,6,232.126
15.250,6,230.674
15.255,6,269.259
15.260,6,259.937
15.265,6,259.283
15.270,6,259.648
15.275,6,252.087
15.280,6,251.235
15.285,6,237.870
15.290,6,232.349
15.295,6,237.029
15.300,6,239.743
15.305,6,239.982
15.310,6,238.771
15.315,6,237.223
15.320,6,235.308
15.325,6,232.897
15.330,6,230.690
15.335,6,230.525
15.340,6,230.641
15.345,6,230.626
15.350,6,230.551
15.355,6,230.595
15.360,6,230.556
15.365,6,230.562
15.370,6,230.590
15.375,6,230.661
15.380,6,230.664
15.385,6,230.693
15.390,6,230.769
15.395,6,230.759
15.400,6,230.770
15.405,6,230.774
15.410,6,230.755
15.415,6,230.737
15.420,6,230.707
15.425,6,230.691
15.430,6,230.673
15.435,6,230.644
15.440,6,230.620
15.445,6,230.602
15.450,6,230.588
15.455,6,230.578
15.460,6,230.571
15.465,6,230.567
15.470,6,230.565
15.475,6,230.563
15.480,6,230.563
15.485,6,230.563
15.490,6,133.638
15.495,6,133.621
15.500,6,133.606
15.505,6,133.592
15.510,6,133.581
15.515,6,133.570
15.520,6,133.561
15.525,6,2129.424
15.530,6,2129.398
15.535,6,2129.384
15.540,6,2129.365
15.545,6,2129.344
15.550,6,2129.320
15.555,6,465.987
15.560,6,730.230
15.565,6,700.670
15.570,6,672.542
15.575,6,645.777
15.580,6,620.311
15.585,6,596.085
15.590,6,573.039
15.595,6,551.117
15.600,6,520.010
15.605,6,499.833
15.610,6,3343.564
15.615,6,2764.230
15.620,6,2181.537
15.625,6,2090.306
15.630,6,2086.675
15.635,6,2085.215
15.640,6,2085.636
15.645,6,2091.525
15.650,6,2096.901
15.655,6,2080.681
15.660,6,2077.659
15.665,6,2085.430
15.670,6,2089.659
15.675,6,2089.826
15.680,6,2085.858
15.685,6,2080.668
15.690,6,2082.921
15.695,6,2091.781
15.700,6,2085.273
15.705,6,2091.973
15.710,6,2099.811
15.715,6,2102.578
15.720,6,2106.025
15.725,6,2108.860
15.730,6,2111.186
15.735,6,2116.535
15.740,6,2117.758
15.745,6,2118.022
15.750,6,2118.012
15.755,6,2119.292
15.760,6,2139.287
15.765,6,2244.159
15.770,6,2142.427
15.775,6,2211.819
15.780,6,2310.336
15.785,6,2318.694
15.790,6,2317.377
15.795,6,2317.812
15.800,6,2317.986
15.805,6,2318.052
15.810,6,2317.379
15.815,6,2316.684
15.820,6,2316.452
15.825,6,2171.983
15.830,6,2164.279
15.835,6,2162.751
15.840,6,2162.268
15.845,6,2162.508
15.850,6,2163.133
15.855,6,2163.967
15.860,6,2165.913
15.865,6,2169.492
15.870,6,2170.914
15.875,6,2171.134
15.880,6,2171.764
15.885,6,2171.610
15.890,6,2169.961
15.895,6,2167.514
15.900,6,2165.011
15.905,6,2161.071
15.910,6,2154.107
15.915,6,2135.155
15.920,6,2126.035
15.925,6,2128.718
15.930,6,2124.136
15.935,6,2109.799
15.940,6,2103.653
15.945,6,2109.315
15.950,6,2115.888
15.955,6,2121.741
15.960,6,2126.383
15.965,6,2128.598
15.970,6,2133.882
15.975,6,2137.116
15.980,6,2139.089
15.985,6,2141.044
15.990,6,2142.666
15.995,6,2144.089
16.000,6,2145.158
16.005,6,2146.073
16.010,6,2146.810
16.015,6,2147.177
16.020,6,2147.276
16.025,6,2147.515
16.030,6,2147.862
16.035,6,2148.012
16.040,6,2148.051
16.045,6,2148.143
16.050,6,2148.385
16.055,6,2148.651
16.060,6,2148.618
16.065,6,2149.513
16.070,6,2149.156
16.075,6,2149.601
16.080,6,2149.827
16.085,6,2150.248
16.090,6,2150.323
16.095,6,2150.380
16.100,6,2150.368
16.105,6,2150.288
16.110,6,2150.285
16.115,6,2150.133
16.120,6,2150.579
16.125,6,2148.919
16.130,6,2148.047
16.135,6,2148.902
16.140,6,2148.679
16.145,6,2265.493
16.150,6,2265.554
16.155,6,2265.377
16.160,6,2265.691
16.165,6,2265.546
16.170,6,2265.730
16.175,6,2086.842
16.180,6,2266.204
16.185,6,2267.147
16.190,6,2054.959
16.195,6,2066.945
16.200,6,2266.952
16.205,6,2267.424
16.210,6,2058.706
16.215,6,2266.676
16.220,6,2267.616
16.225,6,2058.728
16.230,6,2058.703
16.235,6,2147.045
16.240,6,2150.773
16.245,6,2056.291
16.250,6,2059.041
16.255,6,2146.188
16.260,6,2149.478
16.265,6,2059.099
16.270,6,2061.716
16.275,6,2145.155
16.280,6,2067.303
16.285,6,2146.195
16.290,6,2066.398
16.295,6,2146.180
16.300,6,2075.523
16.305,6,2147.022
16.310,6,2067.711
16.315,6,2144.929
16.320,6,2073.651
16.325,6,2145.373
16.330,6,2072.733
16.335,6,2146.321
16.340,6,2094.194
16.345,6,2149.734
16.350,6,2076.497
16.355,6,2072.427
16.360,6,2146.045
16.365,6,2062.403
16.370,6,2073.617
16.375,6,2070.056
16.380,6,2144.524
16.385,6,2145.541
16.390,6,2146.609
16.395,6,2149.982
16.400,6,2066.409
16.405,6,2149.151
16.410,6,2067.725
16.415,6,2068.779
16.420,6,2145.786
16.425,6,2073.284
16.430,6,2145.190
16.435,6,2078.228
16.440,6,2069.590
16.445,6,2145.570
16.450,6,2070.597
16.455,6,2064.551
16.460,6,2066.107
16.465,6,2144.792
16.470,6,2145.565
16.475,6,2146.489
16.480,6,2151.118
16.485,6,2063.516
16.490,6,2149.070
16.495,6,2066.815
16.500,6,2147.150
16.505,6,2075.588
16.510,6,2061.052
16.515,6,2146.368
16.520,6,2069.656
16.525,6,3247.401
16.530,6,3007.870
16.535,6,3013.285
16.540,6,3008.388
16.545,6,3009.727
16.550,6,3008.006
16.555,6,3008.028
16.560,6,3007.644
16.565,6,3007.228
16.570,6,3006.897
16.575,6,3006.487
16.580,6,3006.159
16.585,6,3005.770
16.590,6,3005.465
16.595,6,3005.098
16.600,6,3004.824
16.605,6,3004.482
16.610,6,3004.243
16.615,6,3003.927
16.620,6,3003.720
16.625,6,3003.433
16.630,6,3003.254
16.635,6,3002.995
16.640,6,3002.837
16.645,6,3002.608
16.650,6,3002.466
16.655,6,3002.266
16.660,6,3002.134
16.665,6,3001.960
16.670,6,3001.837
16.675,6,3001.685
16.680,6,3001.569
16.685,6,3001.436
16.690,6,3001.369
16.695,6,3001.332
16.700,6,3001.283
16.705,6,3001.246
16.710,6,3001.205
16.715,6,3001.170
16.720,6,3001.136
16.725,6,3001.103
16.730,6,3001.067
16.735,6,3001.033
16.740,6,3000.998
16.745,6,3000.965
16.750,6,3000.934
16.755,6,3000.907
16.760,6,3000.962
16.765,6,3001.029
16.770,6,3001.093
16.775,6,3001.156
16.780,6,3001.217
16.785,6,3001.276
16.790,6,3001.332
16.795,6,3001.386
16.800,6,3001.438
16.805,6,3001.487
16.810,6,3001.533
16.815,6,3001.578
16.820,6,3001.620
16.825,6,3001.661
16.830,6,3001.699
16.835,6,3001.735
16.840,6,3001.769
16.845,6,3001.799
16.850,6,3001.828
16.855,6,3001.857
16.860,6,3001.888
16.865,6,3001.921
16.870,6,3001.950
16.875,6,3001.989
16.880,6,3002.014
16.885,6,3002.052
16.890,6,3002.077
16.895,6,3002.089
16.900,6,3002.116
16.905,6,3002.140
16.910,6,3002.168
16.915,6,3002.194
16.920,6,3002.219
16.925,6,3007.324
16.930,6,3002.545
16.935,6,3001.310
16.940,6,3002.229
16.945,6,3005.829
16.950,6,3002.418
16.955,6,3004.377
16.960,6,3002.249
16.965,6,3004.954
16.970,6,3002.481
16.975,6,3005.856
16.980,6,3003.000
16.985,6,3006.128
16.990,6,3003.224
16.995,6,3006.009
17.000,6,3002.867
17.005,6,3002.526
17.010,6,3006.377
17.015,6,3003.260
17.020,6,3006.493
17.025,6,3002.569
17.030,6,3003.062
17.035,6,3005.410
17.040,6,3001.929
17.045,6,3001.924
17.050,6,3005.976
17.055,6,3001.966
17.060,6,3002.422
17.065,6,3004.214
17.070,6,3002.287
17.075,6,3002.331
17.080,6,3006.423
17.085,6,3002.025
17.090,6,3002.191
17.095,6,3003.660
17.100,6,3002.858
17.105,6,3003.111
17.110,6,3003.260
17.115,6,3003.425
17.120,6,3003.070
17.125,6,3003.253
17.130,6,3002.676
17.135,6,3003.642
17.140,6,3002.376
17.145,6,3004.013
17.150,6,3002.389
17.155,6,2080.997
17.160,6,2454.335
17.165,6,2441.560
17.170,6,2436.190
17.175,6,2427.037
17.180,6,2417.892
17.185,6,2411.319
17.190,6,2403.683
17.195,6,2397.390
17.200,6,2392.551
17.205,6,2387.293
17.210,6,2379.601
17.215,6,2372.798
17.220,6,2369.612
17.225,6,2364.328
17.230,6,2360.408
17.235,6,2356.093
17.240,6,2351.865
17.245,6,2347.367
17.250,6,2343.606
17.255,6,2338.475
17.260,6,2336.421
17.265,6,2331.973
17.270,6,2330.815
17.275,6,2326.977
17.280,6,2324.696
17.285,6,2321.065
17.290,6,2319.355
17.295,6,2316.042
17.300,6,2314.741
17.305,6,2312.102
17.310,6,2310.698
17.315,6,2308.107
17.320,6,2306.382
17.325,6,2302.865
17.330,6,2302.270
17.335,6,2298.908
17.340,6,2300.231
17.345,6,2297.658
17.350,6,2297.491
17.355,6,2295.393
17.360,6,2295.005
17.365,6,2292.746
17.370,6,2291.967
17.375,6,2288.996
17.380,6,2289.527
17.385,6,2286.989
17.390,6,2289.136
17.395,6,2286.814
17.400,6,2286.494
17.405,6,2284.200
17.410,6,2286.005
17.415,6,2283.489
17.420,6,2283.635
17.425,6,2281.214
17.430,6,2282.498
17.435,6,2281.011
17.440,6,2281.875
17.445,6,2280.365
17.450,6,2280.750
17.455,6,2278.654
17.460,6,2278.887
17.465,6,2276.416
17.470,6,2278.541
17.475,6,2276.931
17.480,6,2278.623
17.485,6,2276.644
17.490,6,2277.520
17.495,6,2275.443
17.500,6,2276.689
17.505,6,2274.813
17.510,6,2276.994
17.515,6,2274.816
17.520,6,2275.625
17.525,6,4244.472
17.530,6,4301.100
17.535,6,4300.620
17.540,6,4299.917
17.545,6,4299.038
17.550,6,4298.053
17.555,6,4296.815
17.560,6,4295.623
17.565,6,4294.305
17.570,6,4292.992
17.575,6,4291.927
17.580,6,3539.068
17.585,6,4263.031
17.590,6,4235.214
17.595,6,4204.001
17.600,6,4179.300
17.605,6,4157.377
17.610,6,3722.136
17.615,6,3653.061
17.620,6,3633.805
17.625,6,3611.593
17.630,6,3588.459
17.635,6,3566.054
17.640,6,3538.177
17.645,6,3512.473
17.650,6,3486.135
17.655,6,3458.876
17.660,6,3430.351
17.665,6,3402.369
17.670,6,3372.426
17.675,6,3342.352
17.680,6,3311.293
17.685,6,3284.089
17.690,6,3248.047
17.695,6,3221.348
17.700,6,3180.657
17.705,6,3147.538
17.710,6,3115.838
17.715,6,3076.424
17.720,6,3046.822
17.725,6,3004.085
17.730,6,2967.593
17.735,6,2931.558
17.740,6,2893.729
17.745,6,2933.606
17.750,6,2970.226
17.755,6,2733.014
17.760,6,4342.715
17.765,6,4325.647
17.770,6,4264.389
17.775,6,4635.007
17.780,6,4460.612
17.785,6,4400.697
17.790,6,4258.027
17.795,6,4337.546
17.800,6,4295.405
17.805,6,4189.328
17.810,6,4151.457
17.815,6,4125.109
17.820,6,4099.321
17.825,6,4070.269
17.830,6,4041.777
17.835,6,4011.917
17.840,6,3982.806
17.845,6,3953.247
17.850,6,3922.870
17.855,6,3892.619
17.860,6,3861.100
17.865,6,3829.262
17.870,6,3797.739
17.875,6,3575.638
17.880,6,2909.786
17.885,6,2869.486
17.890,6,2832.258
17.895,6,2794.262
17.900,6,2762.587
17.905,6,2765.916
17.910,6,3032.082
17.915,6,2975.144
17.920,6,2939.586
17.925,6,2899.367
17.930,6,2861.972
17.935,6,2827.129
17.940,6,2792.454
17.945,6,2759.510
17.950,6,2729.824
17.955,6,2702.372
17.960,6,2676.624
17.965,6,2652.552
17.970,6,2629.809
17.975,6,2608.930
17.980,6,2587.884
17.985,6,2572.882
17.990,6,2549.172
17.995,6,2537.378
18.000,6,2518.119
18.005,6,2507.162
18.010,6,2489.292
18.015,6,2478.571
18.020,6,2465.489
18.025,6,2365.070
18.030,6,2444.825
18.035,6,2504.250
18.040,6,2591.948
18.045,6,2667.418
18.050,6,2414.941
18.055,6,2409.168
18.060,6,2409.222
18.065,6,2470.316
18.070,6,2386.453
18.075,6,2383.714
