Tiempo,NumeroJoints,G_parcial
18.080,6,2377.156
18.085,6,2371.041
18.090,6,2365.321
18.095,6,2359.744
18.100,6,2354.964
18.105,6,2349.811
18.110,6,2345.693
18.115,6,2341.496
18.120,6,2336.450
18.125,6,2333.487
18.130,6,2329.677
18.135,6,2326.437
18.140,6,2321.905
18.145,6,2319.846
18.150,6,2316.737
18.155,6,2313.816
18.160,6,2310.718
18.165,6,2308.716
18.170,6,2306.227
18.175,6,2303.358
18.180,6,2302.014
18.185,6,2299.982
18.190,6,2298.506
18.195,6,2295.339
18.200,6,2294.931
18.205,6,2293.276
18.210,6,2291.639
18.215,6,2292.017
18.220,6,2291.963
18.225,6,2292.364
18.230,6,2291.623
18.235,6,2293.840
18.240,6,2292.253
18.245,6,2288.203
18.250,6,2288.334
18.255,6,2287.237
18.260,6,2290.969
18.265,6,2288.422
18.270,6,2288.749
18.275,6,2289.079
18.280,6,2288.783
18.285,6,2290.504
18.290,6,2289.221
18.295,6,2289.508
18.300,6,2289.800
18.305,6,2288.871
18.310,6,2292.000
18.315,6,2289.828
18.320,6,2290.138
18.325,6,2290.398
18.330,6,2290.663
18.335,6,2291.167
18.340,6,2290.754
18.345,6,2290.834
18.350,6,2291.857
18.355,6,2291.053
18.360,6,2291.378
18.365,6,2291.678
18.370,6,2292.141
18.375,6,2291.876
18.380,6,2291.164
18.385,6,2294.028
18.390,6,2292.127
18.395,6,2292.462
18.400,6,2292.750
18.405,6,2292.421
18.410,6,2294.599
18.415,6,2293.044
18.420,6,2293.396
18.425,6,2293.694
18.430,6,2291.389
18.435,6,2367.318
18.440,6,2308.025
18.445,6,2286.945
18.450,6,2275.791
18.455,6,2742.927
18.460,6,2287.168
18.465,6,2293.067
18.470,6,2517.274
18.475,6,2308.467
18.480,6,2308.460
18.485,6,2308.370
18.490,6,2308.150
18.495,6,2308.951
18.500,6,2306.834
18.505,6,2307.641
18.510,6,2307.524
18.515,6,2307.342
18.520,6,2308.002
18.525,6,4531.805
18.530,6,4404.196
18.535,6,4404.028
18.540,6,4403.888
18.545,6,4403.611
18.550,6,4403.347
18.555,6,4403.062
18.560,6,4402.584
18.565,6,4401.956
18.570,6,4401.148
18.575,6,4402.170
18.580,6,4399.026
18.585,6,4400.270
18.590,6,4396.676
18.595,6,4398.143
18.600,6,4395.086
18.605,6,4393.542
18.610,6,3658.321
18.615,6,4114.173
18.620,6,4057.731
18.625,6,4017.332
18.630,6,3978.473
18.635,6,3941.343
18.640,6,3907.016
18.645,6,3873.560
18.650,6,3842.114
18.655,6,3813.431
18.660,6,3786.959
18.665,6,3783.144
18.670,6,3993.673
18.675,6,3713.476
18.680,6,3393.420
18.685,6,3281.911
18.690,6,3241.707
18.695,6,3218.888
18.700,6,3229.661
18.705,6,3175.094
18.710,6,3074.128
18.715,6,2305.505
18.720,6,3597.232
18.725,6,3613.334
18.730,6,3608.349
18.735,6,3611.014
18.740,6,3614.287
18.745,6,3566.503
18.750,6,3551.640
18.755,6,3619.533
18.760,6,3607.766
18.765,6,3613.213
18.770,6,3611.381
18.775,6,3605.500
18.780,6,3605.279
18.785,6,3607.857
18.790,6,3602.049
18.795,6,3601.898
18.800,6,3612.348
18.805,6,3620.960
18.810,6,3365.653
18.815,6,3335.323
18.820,6,3408.274
18.825,6,3986.517
18.830,6,3040.237
18.835,6,2766.100
18.840,6,2736.754
18.845,6,2710.922
18.850,6,2685.983
18.855,6,2662.346
18.860,6,2640.054
18.865,6,2618.948
18.870,6,2599.054
18.875,6,2580.220
18.880,6,2562.425
18.885,6,2545.642
18.890,6,2529.642
18.895,6,2514.646
18.900,6,2500.514
18.905,6,2487.107
18.910,6,2474.853
18.915,6,2462.824
18.920,6,2451.508
18.925,6,2440.859
18.930,6,2430.810
18.935,6,2421.327
18.940,6,2412.353
18.945,6,2403.536
18.950,6,2432.372
18.955,6,2438.620
18.960,6,2396.223
18.965,6,2389.572
18.970,6,2383.217
18.975,6,2377.215
18.980,6,2371.543
18.985,6,2366.168
18.990,6,2361.243
18.995,6,2356.283
19.000,6,2411.171
19.005,6,2422.704
19.010,6,2414.947
19.015,6,2407.147
19.020,6,2399.665
19.025,6,2392.783
19.030,6,2385.746
19.035,6,2379.969
19.040,6,2374.423
19.045,6,2368.982
19.050,6,2363.963
19.055,6,2359.120
19.060,6,2354.498
19.065,6,2350.157
19.070,6,2346.080
19.075,6,2342.238
19.080,6,2338.583
19.085,6,2335.113
19.090,6,2331.824
19.095,6,2328.708
19.100,6,2325.761
19.105,6,2322.958
19.110,6,2320.299
19.115,6,2317.777
19.120,6,2315.412
19.125,6,2313.141
19.130,6,2311.001
19.135,6,2308.952
19.140,6,2307.006
19.145,6,2305.162
19.150,6,2303.417
19.155,6,2301.779
19.160,6,2300.202
19.165,6,2298.701
19.170,6,2297.284
19.175,6,2295.922
19.180,6,2294.631
19.185,6,2293.408
19.190,6,2292.246
19.195,6,2291.149
19.200,6,2290.104
19.205,6,2289.110
19.210,6,2288.181
19.215,6,2287.294
19.220,6,2286.488
19.225,6,2285.708
19.230,6,2284.978
19.235,6,2284.089
19.240,6,2283.333
19.245,6,2282.559
19.250,6,2281.132
19.255,6,2281.079
19.260,6,2281.044
19.265,6,2280.764
19.270,6,2279.761
19.275,6,2279.432
19.280,6,2280.099
19.285,6,2278.504
19.290,6,2278.389
19.295,6,2277.945
19.300,6,2277.388
19.305,6,2277.564
19.310,6,2275.815
19.315,6,2275.977
19.320,6,2275.469
19.325,6,2275.419
19.330,6,2272.721
19.335,6,2271.695
19.340,6,2270.824
19.345,6,2270.886
19.350,6,2270.771
19.355,6,2270.883
19.360,6,2270.878
19.365,6,2270.554
19.370,6,2270.025
19.375,6,2269.859
19.380,6,2269.717
19.385,6,2269.563
19.390,6,2269.433
19.395,6,2269.314
19.400,6,2269.192
19.405,6,2269.072
19.410,6,2268.965
19.415,6,2268.860
19.420,6,2268.756
19.425,6,2268.679
19.430,6,2268.587
19.435,6,2268.510
19.440,6,2268.433
19.445,6,2268.360
19.450,6,2268.293
19.455,6,2268.232
19.460,6,2268.177
19.465,6,2268.116
19.470,6,2268.070
19.475,6,2268.015
19.480,6,2267.978
19.485,6,2267.935
19.490,6,2267.902
19.495,6,2267.868
19.500,6,2267.837
19.505,6,2267.806
19.510,6,2267.783
19.515,6,2267.748
19.520,6,2267.751
19.525,6,4258.809
19.530,6,4353.639
19.535,6,4355.408
19.540,6,4353.897
19.545,6,4351.183
19.550,6,4348.837
19.555,6,4345.774
19.560,6,4343.433
19.565,6,4339.642
19.570,6,3607.699
19.575,6,3913.728
19.580,6,3880.802
19.585,6,3849.231
19.590,6,3818.937
19.595,6,3789.773
19.600,6,3761.707
19.605,6,3734.646
19.610,6,3706.139
19.615,6,3685.126
19.620,6,3659.213
19.625,6,3635.090
19.630,6,3612.024
19.635,6,3589.565
19.640,6,3567.655
19.645,6,3330.769
19.650,6,2683.263
19.655,6,2674.676
19.660,6,2691.055
19.665,6,2657.356
19.670,6,2703.744
19.675,6,2704.458
19.680,6,2737.108
19.685,6,2775.300
19.690,6,2815.203
19.695,6,2847.022
19.700,6,2887.056
19.705,6,2924.012
19.710,6,2898.400
19.715,6,2919.902
19.720,6,3026.848
19.725,6,3060.103
19.730,6,3084.158
19.735,6,3131.049
19.740,6,3171.184
19.745,6,3189.347
19.750,6,3362.649
19.755,6,3505.361
19.760,6,3436.910
19.765,6,3473.924
19.770,6,3511.924
19.775,6,3550.544
19.780,6,3593.503
19.785,6,3637.327
19.790,6,3681.722
19.795,6,3726.513
19.800,6,3775.322
19.805,6,4360.398
19.810,6,4366.332
19.815,6,4384.238
19.820,6,4381.178
19.825,6,4381.615
19.830,6,4383.286
19.835,6,4384.755
19.840,6,4494.733
19.845,6,4358.134
19.850,6,4292.601
19.855,6,4292.833
19.860,6,4294.991
19.865,6,4423.595
19.870,6,4468.742
19.875,6,4392.463
19.880,6,4386.156
19.885,6,4385.468
19.890,6,4384.519
19.895,6,4383.321
19.900,6,4367.783
19.905,6,4392.039
19.910,6,4379.058
19.915,6,4376.898
19.920,6,4374.498
19.925,6,4371.877
19.930,6,4369.075
19.935,6,4366.113
19.940,6,4362.983
19.945,6,4360.195
19.950,6,4384.547
19.955,6,4353.190
19.960,6,4140.654
19.965,6,3574.389
19.970,6,3588.124
19.975,6,3601.379
19.980,6,3614.181
19.985,6,3626.553
19.990,6,3638.514
19.995,6,3650.087
20.000,6,3661.280
20.005,6,3672.120
20.010,6,3682.682
20.015,6,3284.789
20.020,6,2933.493
20.025,6,2942.716
20.030,6,2952.870
20.035,6,2964.062
20.040,6,2970.832
20.045,6,2978.852
20.050,6,2987.221
20.055,6,2994.833
20.060,6,2574.282
20.065,6,2249.918
20.070,6,2237.157
20.075,6,2237.937
20.080,6,2237.672
20.085,6,2237.522
20.090,6,2237.464
20.095,6,2237.484
20.100,6,2237.570
20.105,6,2242.533
20.110,6,2244.800
20.115,6,2245.158
20.120,6,2245.371
20.125,6,2245.511
20.130,6,2245.788
20.135,6,2246.181
20.140,6,2246.563
20.145,6,2246.931
20.150,6,2247.288
20.155,6,2247.636
20.160,6,2247.976
20.165,6,2248.309
20.170,6,2248.634
20.175,6,2248.950
20.180,6,2249.264
20.185,6,2249.574
20.190,6,2249.842
20.195,6,2250.119
20.200,6,2250.384
20.205,6,2250.638
20.210,6,2250.879
20.215,6,2251.108
20.220,6,2251.325
20.225,6,2251.529
20.230,6,2251.720
20.235,6,2251.867
20.240,6,2252.067
20.245,6,2252.221
20.250,6,2252.362
20.255,6,2252.491
20.260,6,2252.609
20.265,6,2252.714
20.270,6,2252.807
20.275,6,2252.975
20.280,6,2253.690
20.285,6,2271.021
20.290,6,2265.807
20.295,6,2267.886
20.300,6,2267.945
20.305,6,2268.000
20.310,6,2268.049
20.315,6,2268.092
20.320,6,2268.129
20.325,6,2268.161
20.330,6,2268.188
20.335,6,2268.209
20.340,6,2268.226
20.345,6,2268.238
20.350,6,2268.246
20.355,6,2268.250
20.360,6,2268.250
20.365,6,2268.245
20.370,6,2268.238
20.375,6,2268.226
20.380,6,2268.211
20.385,6,2268.193
20.390,6,2268.321
20.395,6,2268.628
20.400,6,2268.918
20.405,6,2269.193
20.410,6,2269.452
20.415,6,2269.698
20.420,6,2269.929
20.425,6,2270.148
20.430,6,2270.356
20.435,6,2270.558
20.440,6,2270.813
20.445,6,2326.315
20.450,6,2312.222
20.455,6,2291.015
20.460,6,2290.975
20.465,6,2290.967
20.470,6,2290.942
20.475,6,2290.922
20.480,6,2290.906
20.485,6,2290.895
20.490,6,2290.888
20.495,6,2290.886
20.500,6,2290.888
20.505,6,2290.896
20.510,6,2290.907
20.515,6,2284.452
20.520,6,2284.473
20.525,6,2439.257
20.530,6,2657.000
20.535,6,2653.126
20.540,6,2650.687
20.545,6,2648.330
20.550,6,2645.991
20.555,6,654.401
20.560,6,947.342
20.565,6,911.349
20.570,6,880.209
20.575,6,844.277
20.580,6,780.275
20.585,6,772.974
20.590,6,750.833
20.595,6,725.369
20.600,6,699.970
20.605,6,677.166
20.610,6,654.195
20.615,6,632.992
20.620,6,612.709
20.625,6,593.415
20.630,6,575.070
20.635,6,557.628
20.640,6,541.043
20.645,6,525.286
20.650,6,510.336
20.655,6,496.034
20.660,6,482.485
20.665,6,468.736
20.670,6,458.534
20.675,6,444.613
20.680,6,434.954
20.685,6,424.210
20.690,6,414.202
20.695,6,404.707
20.700,6,395.681
20.705,6,387.103
20.710,6,378.951
20.715,6,371.203
20.720,6,363.841
20.725,6,356.844
20.730,6,350.195
20.735,6,343.877
20.740,6,337.873
20.745,6,332.167
20.750,6,326.745
20.755,6,321.593
20.760,6,316.698
20.765,6,312.047
20.770,6,307.627
20.775,6,303.427
20.780,6,299.436
20.785,6,295.645
20.790,6,292.041
20.795,6,288.618
20.800,6,285.364
20.805,6,282.273
20.810,6,279.337
20.815,6,276.545
20.820,6,273.908
20.825,6,271.369
20.830,6,268.982
20.835,6,266.706
20.840,6,264.546
20.845,6,262.497
20.850,6,260.551
20.855,6,258.725
20.860,6,258.174
20.865,6,251.588
20.870,6,257.273
20.875,6,254.071
20.880,6,252.646
20.885,6,251.274
20.890,6,249.689
20.895,6,248.923
20.900,6,247.655
20.905,6,246.459
20.910,6,245.381
20.915,6,244.358
20.920,6,243.422
20.925,6,242.509
20.930,6,241.702
20.935,6,240.836
20.940,6,240.049
20.945,6,239.307
20.950,6,238.604
20.955,6,237.936
20.960,6,237.302
20.965,6,236.704
20.970,6,236.118
20.975,6,235.601
20.980,6,235.055
20.985,6,234.585
20.990,6,234.114
20.995,6,233.669
21.000,6,233.249
21.005,6,232.849
21.010,6,232.528
21.015,6,232.116
21.020,6,231.798
21.025,6,231.384
21.030,6,231.177
21.035,6,230.843
21.040,6,230.557
21.045,6,230.290
21.050,6,230.038
21.055,6,229.799
21.060,6,229.572
21.065,6,229.356
21.070,6,229.151
21.075,6,228.956
21.080,6,228.771
21.085,6,228.595
21.090,6,228.428
21.095,6,228.269
21.100,6,228.119
21.105,6,227.975
21.110,6,227.839
21.115,6,227.710
21.120,6,227.587
21.125,6,227.471
21.130,6,227.360
21.135,6,227.255
21.140,6,227.155
21.145,6,227.060
21.150,6,226.969
21.155,6,226.884
21.160,6,226.802
21.165,6,226.725
21.170,6,226.651
21.175,6,226.581
21.180,6,226.515
21.185,6,226.452
21.190,6,226.392
21.195,6,226.335
21.200,6,226.281
21.205,6,226.230
21.210,6,226.181
21.215,6,226.135
21.220,6,226.091
21.225,6,226.049
21.230,6,226.009
21.235,6,225.973
21.240,6,225.962
21.245,6,225.951
21.250,6,225.942
21.255,6,225.938
21.260,6,225.941
21.265,6,225.944
21.270,6,225.947
21.275,6,225.950
21.280,6,225.953
21.285,6,225.956
21.290,6,225.958
21.295,6,225.961
21.300,6,225.963
21.305,6,225.965
21.310,6,225.967
21.315,6,225.969
21.320,6,225.971
21.325,6,225.972
21.330,6,225.974
21.335,6,225.976
21.340,6,225.977
21.345,6,225.979
21.350,6,225.980
21.355,6,225.981
21.360,6,225.982
21.365,6,225.984
21.370,6,225.985
21.375,6,225.986
21.380,6,225.987
21.385,6,225.988
21.390,6,225.989
21.395,6,225.989
21.400,6,225.990
21.405,6,225.991
21.410,6,225.997
21.415,6,226.003
21.420,6,226.008
21.425,6,226.013
21.430,6,226.018
21.435,6,226.023
21.440,6,226.027
21.445,6,226.032
21.450,6,226.036
21.455,6,226.039
21.460,6,226.043
21.465,6,226.046
21.470,6,226.050
21.475,6,226.053
21.480,6,226.056
21.485,6,226.058
21.490,6,226.061
21.495,6,226.064
21.500,6,226.066
21.505,6,226.068
21.510,6,226.070
21.515,6,226.072
21.520,6,226.074
21.525,6,2589.974
21.530,6,2645.697
21.535,6,2645.524
21.540,6,2645.445
21.545,6,2645.117
21.550,6,2644.717
21.555,6,2644.246
21.560,6,2643.701
21.565,6,2643.077
21.570,6,2642.369
21.575,6,2641.572
21.580,6,2640.680
21.585,6,2639.687
21.590,6,2025.847
21.595,6,1582.231
21.600,6,1552.415
21.605,6,1548.733
21.610,6,1583.705
21.615,6,1619.013
21.620,6,1653.646
21.625,6,1688.837
21.630,6,1723.715
21.635,6,1759.572
21.640,6,1794.950
21.645,6,1830.586
21.650,6,1866.395
21.655,6,1902.385
21.660,6,1939.549
21.665,6,1976.011
21.670,6,1963.629
21.675,6,1934.191
21.680,6,2062.690
21.685,6,2101.355
21.690,6,2140.865
21.695,6,2167.530
21.700,6,2207.589
21.705,6,2247.980
21.710,6,2289.114
21.715,6,2339.751
21.720,6,2377.182
21.725,6,2420.712
21.730,6,2464.107
21.735,6,2508.090
21.740,6,2554.040
21.745,6,2600.751
21.750,6,2603.798
21.755,6,2601.368
21.760,6,2600.057
21.765,6,2598.292
21.770,6,2596.068
21.775,6,2607.732
21.780,6,2600.906
21.785,6,2594.648
21.790,6,2593.921
21.795,6,2592.870
21.800,6,2615.696
21.805,6,2632.636
21.810,6,2625.218
21.815,6,2618.270
21.820,6,2611.681
21.825,6,2605.426
21.830,6,2599.659
21.835,6,2594.212
21.840,6,2589.069
21.845,6,2584.202
21.850,6,2579.444
21.855,6,2574.572
21.860,6,2571.063
21.865,6,2114.205
21.870,6,2049.516
21.875,6,2022.613
21.880,6,1995.753
21.885,6,1969.926
21.890,6,1945.037
21.895,6,1920.650
21.900,6,1896.501
21.905,6,1873.177
21.910,6,1850.431
21.915,6,1828.224
21.920,6,1807.633
21.925,6,1786.449
21.930,6,1766.022
21.935,6,1746.562
21.940,6,1727.916
21.945,6,1710.211
21.950,6,1692.385
21.955,6,1675.601
21.960,6,2469.693
21.965,6,2212.215
21.970,6,1722.182
21.975,6,1719.083
21.980,6,1727.319
21.985,6,1742.209
21.990,6,1754.792
21.995,6,1767.232
22.000,6,1778.746
22.005,6,1789.291
22.010,6,1798.877
22.015,6,1807.464
22.020,6,1815.053
22.025,6,1821.641
22.030,6,1827.223
22.035,6,1831.796
22.040,6,1835.326
22.045,6,1843.104
22.050,6,1836.286
22.055,6,1842.478
22.060,6,1841.586
22.065,6,1839.923
22.070,6,1837.392
22.075,6,1833.833
22.080,6,1829.239
22.085,6,1823.620
22.090,6,1816.972
22.095,6,1809.283
22.100,6,1800.571
22.105,6,1790.836
22.110,6,1779.978
22.115,6,556.229
22.120,6,1176.680
22.125,6,1126.710
22.130,6,1078.914
22.135,6,1033.907
22.140,6,991.415
22.145,6,951.274
22.150,6,913.347
22.155,6,877.501
22.160,6,843.283
22.165,6,811.268
22.170,6,781.262
22.175,6,752.358
22.180,6,725.478
22.185,6,699.615
22.190,6,675.340
22.195,6,652.532
22.200,6,630.615
22.205,6,610.151
22.210,6,590.504
22.215,6,572.140
22.220,6,554.518
22.225,6,537.930
22.230,6,522.309
22.235,6,507.329
22.240,6,493.292
22.245,6,479.840
22.250,6,467.227
22.255,6,455.158
22.260,6,441.755
22.265,6,425.840
22.270,6,406.150
22.275,6,394.805
22.280,6,384.843
22.285,6,376.246
22.290,6,367.835
22.295,6,359.976
22.300,6,352.326
22.305,6,345.193
22.310,6,338.489
22.315,6,331.832
22.320,6,328.735
22.325,6,328.375
22.330,6,319.618
22.335,6,314.844
22.340,6,309.958
22.345,6,305.202
22.350,6,300.733
22.355,6,296.574
22.360,6,292.449
22.365,6,288.732
22.370,6,285.122
22.375,6,281.025
22.380,6,279.138
22.385,6,277.488
22.390,6,296.514
22.395,6,279.293
22.400,6,287.347
22.405,6,284.396
22.410,6,282.094
22.415,6,279.860
22.420,6,277.721
22.425,6,275.689
22.430,6,273.737
22.435,6,271.894
22.440,6,270.172
22.445,6,268.510
22.450,6,266.930
22.455,6,265.451
22.460,6,264.032
22.465,6,262.674
22.470,6,256.865
22.475,6,256.865
22.480,6,252.268
22.485,6,251.896
22.490,6,251.502
22.495,6,251.458
22.500,6,249.471
22.505,6,246.729
22.510,6,246.597
22.515,6,244.939
22.520,6,245.329
22.525,6,2438.188
22.530,6,2459.028
22.535,6,2459.431
22.540,6,2459.701
22.545,6,2459.753
22.550,6,2460.166
22.555,6,2461.157
22.560,6,2460.172
22.565,6,2460.917
22.570,6,2461.519
22.575,6,2461.973
22.580,6,2462.442
22.585,6,2462.898
22.590,6,2463.314
22.595,6,2463.640
22.600,6,2463.926
22.605,6,2464.191
22.610,6,2464.319
22.615,6,2464.299
22.620,6,2464.167
22.625,6,2463.952
22.630,6,2463.569
22.635,6,2463.023
22.640,6,2467.803
22.645,6,2476.419
22.650,6,2484.972
22.655,6,2493.423
22.660,6,2501.738
22.665,6,2509.883
22.670,6,2517.829
22.675,6,2525.874
22.680,6,2533.744
22.685,6,2541.560
22.690,6,2548.485
22.695,6,2555.634
22.700,6,2562.333
22.705,6,2567.479
22.710,6,2573.578
22.715,6,2579.376
22.720,6,2547.970
22.725,6,2539.446
22.730,6,2531.382
22.735,6,2537.892
22.740,6,2529.464
22.745,6,2508.018
22.750,6,2500.765
22.755,6,2505.934
22.760,6,2498.597
22.765,6,2490.885
22.770,6,2485.687
22.775,6,2465.644
22.780,6,2469.497
22.785,6,2467.199
22.790,6,2467.162
22.795,6,2466.227
22.800,6,2466.466
22.805,6,2467.345
22.810,6,2467.641
22.815,6,2467.979
22.820,6,2467.889
22.825,6,2467.324
22.830,6,2464.680
22.835,6,2464.988
22.840,6,2466.717
22.845,6,2474.328
22.850,6,2480.232
22.855,6,2485.322
22.860,6,2492.152
22.865,6,2498.429
22.870,6,2502.925
22.875,6,2507.692
22.880,6,2512.668
22.885,6,2517.082
22.890,6,2520.940
22.895,6,2524.379
22.900,6,2527.878
22.905,6,2530.559
22.910,6,2532.698
22.915,6,2535.467
22.920,6,2537.885
22.925,6,2539.293
22.930,6,2540.931
22.935,6,2542.017
22.940,6,2543.009
22.945,6,2496.301
22.950,6,1611.849
22.955,6,1620.736
22.960,6,1627.581
22.965,6,1635.189
22.970,6,1862.854
22.975,6,1867.621
22.980,6,1871.018
22.985,6,1871.668
22.990,6,1857.848
22.995,6,1855.626
23.000,6,1852.128
23.005,6,1846.466
23.010,6,1840.270
23.015,6,1831.408
23.020,6,1821.311
23.025,6,561.008
23.030,6,2440.718
23.035,6,2428.955
23.040,6,2282.309
23.045,6,2156.655
23.050,6,2071.562
23.055,6,1969.509
23.060,6,1872.615
23.065,6,1798.145
23.070,6,1696.254
23.075,6,1648.294
23.080,6,1548.917
23.085,6,1492.971
23.090,6,1420.819
23.095,6,1356.092
23.100,6,1301.836
23.105,6,1242.270
23.110,6,1186.548
23.115,6,1143.131
23.120,6,1089.334
23.125,6,1049.466
23.130,6,1007.734
23.135,6,955.132
23.140,6,924.078
23.145,6,894.626
23.150,6,850.696
23.155,6,817.362
23.160,6,791.716
23.165,6,771.308
23.170,6,742.223
23.175,6,706.738
23.180,6,654.372
23.185,6,682.518
23.190,6,636.914
23.195,6,613.205
23.200,6,589.222
23.205,6,565.940
23.210,6,562.944
23.215,6,535.972
23.220,6,507.691
23.225,6,533.879
23.230,6,494.317
23.235,6,477.293
23.240,6,467.777
23.245,6,450.217
23.250,6,453.326
23.255,6,431.691
23.260,6,419.358
23.265,6,422.912
23.270,6,402.725
23.275,6,394.334
23.280,6,379.632
23.285,6,392.138
23.290,6,374.485
23.295,6,365.246
23.300,6,357.330
23.305,6,323.179
23.310,6,365.503
23.315,6,353.063
23.320,6,317.806
23.325,6,345.965
23.330,6,326.094
23.335,6,305.442
23.340,6,329.839
23.345,6,307.426
23.350,6,285.053
23.355,6,313.336
23.360,6,317.229
23.365,6,272.536
23.370,6,311.317
23.375,6,292.889
23.380,6,252.244
23.385,6,294.560
23.390,6,280.233
23.395,6,277.684
23.400,6,275.239
23.405,6,272.895
23.410,6,270.650
23.415,6,268.448
23.420,6,266.286
23.425,6,264.207
23.430,6,262.250
23.435,6,260.446
23.440,6,258.711
23.445,6,256.890
23.450,6,255.193
23.455,6,253.690
23.460,6,252.077
23.465,6,250.648
23.470,6,249.171
23.475,6,247.869
23.480,6,246.581
23.485,6,245.290
23.490,6,244.022
23.495,6,241.916
23.500,6,236.600
23.505,6,236.609
23.510,6,242.977
23.515,6,239.064
23.520,6,232.974
23.525,6,2555.555
23.530,6,2484.366
23.535,6,2480.698
23.540,6,2486.662
23.545,6,2481.585
23.550,6,2484.040
23.555,6,2484.124
23.560,6,2484.160
23.565,6,2482.194
23.570,6,2485.066
23.575,6,2481.454
23.580,6,2481.354
23.585,6,2482.302
23.590,6,2454.504
23.595,6,2453.832
23.600,6,2453.574
23.605,6,2453.049
23.610,6,2452.832
23.615,6,2452.288
23.620,6,2451.672
23.625,6,2451.109
23.630,6,2449.793
23.635,6,2448.621
23.640,6,2446.478
23.645,6,2444.911
23.650,6,2443.467
23.655,6,2441.551
23.660,6,2439.683
23.665,6,2437.556
23.670,6,2435.560
23.675,6,2444.078
23.680,6,2470.545
23.685,6,2470.007
23.690,6,2468.341
23.695,6,2467.391
23.700,6,2465.833
23.705,6,2463.990
23.710,6,2464.060
23.715,6,2462.900
23.720,6,2462.613
23.725,6,2460.992
23.730,6,1850.437
23.735,6,2530.120
23.740,6,2447.200
23.745,6,2371.700
23.750,6,2269.323
23.755,6,2203.420
23.760,6,2113.441
23.765,6,2055.832
23.770,6,2001.997
23.775,6,1952.902
23.780,6,1909.577
23.785,6,1868.056
23.790,6,1829.390
23.795,6,1793.581
23.800,6,1760.682
23.805,6,1728.685
23.810,6,1700.208
23.815,6,1673.099
23.820,6,1647.127
23.825,6,1619.659
23.830,6,2380.203
23.835,6,2383.785
23.840,6,2379.290
23.845,6,2376.313
23.850,6,2354.621
23.855,6,2287.766
23.860,6,2244.872
23.865,6,2224.670
23.870,6,2203.947
23.875,6,2186.163
23.880,6,2167.552
23.885,6,2151.473
23.890,6,2135.205
23.895,6,2119.152
23.900,6,2105.622
23.905,6,2091.578
23.910,6,2078.395
23.915,6,2065.250
23.920,6,2054.201
23.925,6,2042.615
23.930,6,2031.772
23.935,6,2020.749
23.940,6,2011.901
23.945,6,2002.307
23.950,6,1973.650
23.955,6,1878.843
23.960,6,1981.548
23.965,6,1974.320
23.970,6,1966.895
23.975,6,1959.882
23.980,6,1953.206
23.985,6,1946.844
23.990,6,1940.786
23.995,6,1935.019
24.000,6,1929.533
24.005,6,1924.316
24.010,6,1919.357
24.015,6,1914.648
24.020,6,1910.178
24.025,6,1905.940
24.030,6,1901.924
24.035,6,1898.076
24.040,6,1892.166
24.045,6,1893.207
24.050,6,1886.414
24.055,6,1884.177
24.060,6,1881.424
24.065,6,1878.792
24.070,6,1876.338
24.075,6,1874.045
24.080,6,1871.916
24.085,6,1869.947
24.090,6,1868.132
24.095,6,1866.469
24.100,6,1864.954
24.105,6,1863.582
24.110,6,1862.352
24.115,6,1861.260
24.120,6,1860.302
24.125,6,1859.474
24.130,6,1858.726
24.135,6,1851.601
24.140,6,1747.921
24.145,6,1850.764
24.150,6,1852.292
24.155,6,1852.615
24.160,6,1852.571
24.165,6,1852.713
24.170,6,1852.974
24.175,6,1853.346
24.180,6,1853.826
24.185,6,1855.172
24.190,6,1854.802
24.195,6,1855.857
24.200,6,1856.680
24.205,6,472.484
24.210,6,1569.601
24.215,6,1511.581
24.220,6,1447.510
24.225,6,1386.550
24.230,6,1323.358
24.235,6,1273.688
24.240,6,1221.314
24.245,6,1171.346
24.250,6,1123.864
24.255,6,1078.713
24.260,6,1035.779
24.265,6,994.953
24.270,6,956.136
24.275,6,919.228
24.280,6,884.139
24.285,6,850.778
24.290,6,819.063
24.295,6,788.912
24.300,6,760.250
24.305,6,733.002
24.310,6,707.101
24.315,6,682.480
24.320,6,659.075
24.325,6,636.830
24.330,6,615.687
24.335,6,595.607
24.340,6,576.568
24.345,6,558.463
24.350,6,541.255
24.355,6,524.810
24.360,6,509.168
24.365,6,494.491
24.370,6,480.477
24.375,6,467.077
24.380,6,454.561
24.385,6,442.664
24.390,6,431.946
24.395,6,424.558
24.400,6,408.114
24.405,6,420.247
24.410,6,397.403
24.415,6,392.663
24.420,6,385.756
24.425,6,378.571
24.430,6,370.762
24.435,6,363.485
24.440,6,356.472
24.445,6,349.927
24.450,6,343.649
24.455,6,338.717
24.460,6,331.195
24.465,6,327.459
24.470,6,320.772
24.475,6,317.508
24.480,6,312.354
24.485,6,307.802
24.490,6,303.704
24.495,6,299.787
24.500,6,296.065
24.505,6,292.540
24.510,6,289.188
24.515,6,286.000
24.520,6,282.968
24.525,6,3403.036
24.530,6,3403.112
24.535,6,3404.023
24.540,6,3405.296
24.545,6,3406.922
24.550,6,3408.912
24.555,6,3411.070
24.560,6,3413.580
24.565,6,3416.689
24.570,6,3420.301
24.575,6,3424.966
24.580,6,3429.359
24.585,6,3434.054
24.590,6,3439.644
24.595,6,3445.550
24.600,6,3451.919
24.605,6,3458.834
24.610,6,3466.336
